Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link
Microwave oven,Microwave oven,Whirlpool,homedepot,0883049444437,2.1 cu. ft. Over the Range Microwave in Fingerprint Resistant Black Stainless with Steam Cooking,2.1 cu. ft. Over the Range Microwave in Fingerprint Resistant Black Stainless with Steam Cooking,https://images.thdstatic.com/productImages/9f2f3d5a-b08c-40da-a52c-6a8159a79091/svn/fingerprint-resistant-black-stainless-whirlpool-over-the-range-microwaves-wmh53521hv-64_100.jpg,298,1499,USD,4.5955,2912,Quickly clean up spills with a wipe in our over the range microwave thanks to its CLEANRELEASE non-stick interior. Free up cooktop space by steaming foods like vegetables or fish right in your over the oven microwave. Use sensor cooking that adjusts the cook time so your food comes out of your over the range microwave ready to eat.,Quickly clean up spills with a wipe in our over the range microwave thanks to its CLEANRELEASE non-stick interior. Free up cooktop space by steaming foods like vegetables or fish right in your over the oven microwave. Use sensor cooking that adjusts the cook time so your food comes out of your over the range microwave ready to eat.,https://www.homedepot.com/p/Whirlpool-2-1-cu-ft-Over-the-Range-Microwave-in-Fingerprint-Resistant-Black-Stainless-with-Steam-Cooking-WMH53521HV/302283498
Oven,Oven,Samsung,homedepot,0887276409245,30 in. 6.0 cu. ft. Slide-In Gas Range with Air Fry and Fan Convection in Fingerprint Resistant Stainless Steel,30 in. 6.0 cu. ft. Slide-In Gas Range with Air Fry and Fan Convection in Fingerprint Resistant Stainless Steel,https://images.thdstatic.com/productImages/c79344e5-707a-43dd-a133-4ae78030d42f/svn/fingerprint-resistant-stainless-steel-samsung-single-oven-gas-ranges-nx60t8511ss-64_100.jpg,1299,1899,USD,4.6506,415,"Samsung's 6.0 cu. ft. Air Fry and Convection Freestanding Range offers a premium look and large cooking space for greater flexibility when using multiple pots and pans. Air Fry technology allows you to make healthier and delicious meals with the touch of a button. Our range includes an Air Fry tray in the oven for added convenience. Fan Convection distributes heat throughout the oven faster and more evenly, saving more time than traditional ovens. The large 6.0 cu. ft. oven interior capacity can easily accommodate a big roast, multiple casserole dishes or several racks of cookies for the holidays","Samsung's 6.0 cu. ft. Air Fry and Convection Freestanding Range offers a premium look and large cooking space for greater flexibility when using multiple pots and pans. Air Fry technology allows you to make healthier and delicious meals with the touch of a button. Our range includes an Air Fry tray in the oven for added convenience. Fan Convection distributes heat throughout the oven faster and more evenly, saving more time than traditional ovens. The large 6.0 cu. ft. oven interior capacity can easily accommodate a big roast, multiple casserole dishes or several racks of cookies for the holidays",https://www.homedepot.com/p/Samsung-30-in-6-0-cu-ft-Slide-In-Gas-Range-with-Air-Fry-and-Fan-Convection-in-Fingerprint-Resistant-Stainless-Steel-NX60T8511SS/313928497
Microwave oven,Microwave oven,Whirlpool,homedepot,0883049445182,1.9 cu. ft. Smart Over the Range Convection Microwave in Fingerprint Resistant Stainless Steel,1.9 cu. ft. Smart Over the Range Convection Microwave in Fingerprint Resistant Stainless Steel,https://images.thdstatic.com/productImages/12f164d5-804d-4a27-8a44-f26b59cc19ac/svn/fingerprint-resistant-stainless-steel-whirlpool-over-the-range-microwaves-wmh78019hz-64_100.jpg,478,619,USD,4.4733,1329,"Get the right settings for your family's meals using this Whirlpool over the range microwave with Scan-to-Cook technology. Then bake foods right in the microwave with our convection microwave's True convection cooking setting. Plus, this Whirlpool over the range microwave is fingerprint-resistant so smudges don't happen.","Get the right settings for your family's meals using this Whirlpool over the range microwave with Scan-to-Cook technology. Then bake foods right in the microwave with our convection microwave's True convection cooking setting. Plus, this Whirlpool over the range microwave is fingerprint-resistant so smudges don't happen.",https://www.homedepot.com/p/Whirlpool-1-9-cu-ft-Smart-Over-the-Range-Convection-Microwave-in-Fingerprint-Resistant-Stainless-Steel-WMH78019HZ/302292005
Smart Water detector,Smart Water detector,Whirlpool,homedepot,0883049463728,7.4 cu. ft. 120-Volt Smart Chrome Shadow Gas Vented Dryer with Accudry System,7.4 cu. ft. 120-Volt Smart Chrome Shadow Gas Vented Dryer with Accudry System,https://images.thdstatic.com/productImages/751986f5-6b7c-4a39-9d2d-1bfc0ac64828/svn/chrome-shadow-whirlpool-gas-dryers-wgd6120hc-64_100.jpg,1034,1049,USD,4.65,80,"Create customized cycles for your large capacity gas dryer in a few touches for the right fabric care. You can control this smart capable dryer remotely to manage laundry day from your smartphone. Plus, a wrinkle prevent dryer option helps keep wrinkles from setting, while the EcoBoost option saves energy by using less heat for the same great drying performance.","Create customized cycles for your large capacity gas dryer in a few touches for the right fabric care. You can control this smart capable dryer remotely to manage laundry day from your smartphone. Plus, a wrinkle prevent dryer option helps keep wrinkles from setting, while the EcoBoost option saves energy by using less heat for the same great drying performance.",https://www.homedepot.com/p/Whirlpool-7-4-cu-ft-120-Volt-Smart-Chrome-Shadow-Gas-Vented-Dryer-with-Accudry-System-WGD6120HC/312461102
Smart Water detector,Smart Water detector,Whirlpool,homedepot,0883049458014,"7.4 cu. ft. 240-Volt Chrome Shadow Stackable Electric Dryer with Steam and Wrinkle Shield Plus Option, ENERGY STAR","7.4 cu. ft. 240-Volt Chrome Shadow Stackable Electric Dryer with Steam and Wrinkle Shield Plus Option, ENERGY STAR",https://images.thdstatic.com/productImages/e874fb69-4a52-4872-8ac5-4cf4e3c21f99/svn/chrome-shadow-whirlpool-electric-dryers-wed6620hc-64_100.jpg,1034,1149,USD,4.4767,686,"Care never stops. That's why Whirlpool front load dryers help you do laundry in a way that fits your family's routines. Create customized cycles for whatever you're drying in just a few touches with Intuitive Controls. The WrinkleShield Plus option with Steam helps keep wrinkles from setting into clean, dry fabrics after the cycle ends.","Care never stops. That's why Whirlpool front load dryers help you do laundry in a way that fits your family's routines. Create customized cycles for whatever you're drying in just a few touches with Intuitive Controls. The WrinkleShield Plus option with Steam helps keep wrinkles from setting into clean, dry fabrics after the cycle ends.",https://www.homedepot.com/p/Whirlpool-7-4-cu-ft-240-Volt-Chrome-Shadow-Stackable-Electric-Dryer-with-Steam-and-Wrinkle-Shield-Plus-Option-ENERGY-STAR-WED6620HC/308184390
Smart Water detector,Smart Water detector,Samsung,homedepot,0887276300764,7.4 cu. ft. White Gas Dryer with Sensor Dry,7.4 cu. ft. White Gas Dryer with Sensor Dry,https://images.thdstatic.com/productImages/2cb0a5b3-4040-4f46-ac6f-eb5f8960bc14/svn/white-samsung-gas-dryers-dvg50r5200w-64_100.jpg,748,849,USD,4.4004,562,"Advanced features like Sensor Dry optimize cycle time and temperature to thoroughly dry without damaging your clothes. With 10 preset drying cycles, you can cover almost every drying need for your active family. Smart Care allows for easy troubleshooting from the convenience of your smartphone1.","Advanced features like Sensor Dry optimize cycle time and temperature to thoroughly dry without damaging your clothes. With 10 preset drying cycles, you can cover almost every drying need for your active family. Smart Care allows for easy troubleshooting from the convenience of your smartphone1.",https://www.homedepot.com/p/Samsung-7-4-cu-ft-White-Gas-Dryer-with-Sensor-Dry-DVG50R5200W/309171921
QI charger,QI charger,Philips,homedepot,0030878451932,"4-Port USB Charging Station, 6 ft. Extension Cord","4-Port USB Charging Station, 6 ft. Extension Cord",https://images.thdstatic.com/productImages/cf85476e-fc30-4fa9-ac8c-48f460b5c7b3/svn/white-philips-tablets-accessories-dlk2506-27-64_100.jpg,22.54,,USD,5.0,10,"Your outlet deserves an upgrade. Add USB ports where you need them most with the Philips 4-Port USB Power Strip. This innovative extension cord features four USB charging ports, which provide 4.8 Amp or 24-Watt of power. Now you can connect your laptops, smartphones or tablets all at one location. And with this units unique design, you won't have to worry about making space for bulky adapters. The power strips design is ultra-slim, allowing it to fit comfortably virtually anywhere in the home or office. This smart combination of form and function is further exemplified in the extra-long, 6 ft. braided cord, which extends reach to nearby outlets. Meanwhile, keyhole slots make it easy to mount anywhere, including on the wall or under a desk. With the Philips 4-Port USB Power Strip, your power does more.","Your outlet deserves an upgrade. Add USB ports where you need them most with the Philips 4-Port USB Power Strip. This innovative extension cord features four USB charging ports, which provide 4.8 Amp or 24-Watt of power. Now you can connect your laptops, smartphones or tablets all at one location. And with this units unique design, you won't have to worry about making space for bulky adapters. The power strips design is ultra-slim, allowing it to fit comfortably virtually anywhere in the home or office. This smart combination of form and function is further exemplified in the extra-long, 6 ft. braided cord, which extends reach to nearby outlets. Meanwhile, keyhole slots make it easy to mount anywhere, including on the wall or under a desk. With the Philips 4-Port USB Power Strip, your power does more.",https://www.homedepot.com/p/Philips-4-Port-USB-Charging-Station-6-ft-Extension-Cord-DLK2506-27/310757821
Microwave oven,Microwave oven,Bosch,homedepot,0825225924180,500 Series 30 in. 1.6 cu. ft. Built-In Microwave in Stainless Steel with Drop Down Door and Sensor Cooking,500 Series 30 in. 1.6 cu. ft. Built-In Microwave in Stainless Steel with Drop Down Door and Sensor Cooking,https://images.thdstatic.com/productImages/791cefc9-ff37-4549-ab13-2acecc474ea8/svn/stainless-steel-bosch-built-in-microwaves-hmb50152uc-64_100.jpg,1249,,USD,3.8333,114,Built-in microwaves are designed to match your Bosch wall oven perfectly. These beauties are built for speed and convenience with 950-Watt of microwave cooking power. A spacious 1.6 cu. ft. interior and convenient automatic sensor programs simplify cooking for great results every time.,Built-in microwaves are designed to match your Bosch wall oven perfectly. These beauties are built for speed and convenience with 950-Watt of microwave cooking power. A spacious 1.6 cu. ft. interior and convenient automatic sensor programs simplify cooking for great results every time.,https://www.homedepot.com/p/Bosch-500-Series-30-in-1-6-cu-ft-Built-In-Microwave-in-Stainless-Steel-with-Drop-Down-Door-and-Sensor-Cooking-HMB50152UC/304806870
Smart Water detector,Smart Water detector,Whirlpool,homedepot,0883049462790,7.4 cu. ft. White Front Load Gas Dryer with AccuDry System,7.4 cu. ft. White Front Load Gas Dryer with AccuDry System,https://images.thdstatic.com/productImages/f16bfb93-61b6-4047-9293-4ae1d23eddce/svn/white-whirlpool-gas-dryers-wgd5100hw-64_100.jpg,828,849,USD,4.5063,318,"Create customized cycles for your large capacity gas dryer in a few touches for the right fabric care. A dryer sanitize cycle uses higher temperatures to sanitize items like towels. The Wrinkle Shield option helps keep wrinkles from setting into clean clothes. And to save energy, the EcoBoost option uses less heat while providing the same great drying performance.","Create customized cycles for your large capacity gas dryer in a few touches for the right fabric care. A dryer sanitize cycle uses higher temperatures to sanitize items like towels. The Wrinkle Shield option helps keep wrinkles from setting into clean clothes. And to save energy, the EcoBoost option uses less heat while providing the same great drying performance.",https://www.homedepot.com/p/Whirlpool-7-4-cu-ft-White-Front-Load-Gas-Dryer-with-AccuDry-System-WGD5100HW/312470985
Smart Water detector,Smart Water detector,Samsung,homedepot,0887276292458,4.0 cu. ft. Capacity White 24 Stackable Electric Ventless Heat Pump Dryer ENERGY STAR Certified,4.0 cu. ft. Capacity White 24 Stackable Electric Ventless Heat Pump Dryer ENERGY STAR Certified,https://images.thdstatic.com/productImages/da5694c7-8e38-4be6-940b-6484f249954d/svn/white-samsung-electric-dryers-dv22n6800hw-64_100.jpg,798,1199,USD,4.1579,76,"This Samsung ventless heat pump dryer comes with advanced features like Smart Care that allow you to troubleshoot straight from your phone. Sensor Dry optimizes cycle time and temperature to dry thoroughly while protecting your clothes. ENERGY STAR certified, so you can save money by conserving energy. Independently evaluated against strict specifications and is proven to save energy without sacrificing performance or functionality.","This Samsung ventless heat pump dryer comes with advanced features like Smart Care that allow you to troubleshoot straight from your phone. Sensor Dry optimizes cycle time and temperature to dry thoroughly while protecting your clothes. ENERGY STAR certified, so you can save money by conserving energy. Independently evaluated against strict specifications and is proven to save energy without sacrificing performance or functionality.",https://www.homedepot.com/p/Samsung-4-0-cu-ft-Capacity-White-24-Stackable-Electric-Ventless-Heat-Pump-Dryer-ENERGY-STAR-Certified-DV22N6800HW/307685530
